date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:13	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:13%20GMT	https://www.metagistics.uk/signals/iwl.js	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:13	67645/67645	---M-Z	200	added ('OK')	image/png	etag:%22602836d0-1083d%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/img/flags.png	G:/proggenius/site-copie/.metagistics/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/img/flags.png	(from https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/css/intlTelInput.min.css)
11:18:14	166130/166130	---M-Z	200	added ('OK')	image/png	etag:%226028372c-288f2%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/img/flags@2x.png	G:/proggenius/site-copie/.metagistics/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/img/flags@2x.png	(from https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/css/intlTelInput.min.css)
11:18:14	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:15%20GMT	https://www.metagistics.uk/a	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:14	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:15%20GMT	https://www.metagistics.uk/schema.org	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/schema.28.delayed	(from https://www.metagistics.uk/schema.org/)
11:18:18	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:15%20GMT	https://www.metagistics.uk/POST	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:35	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:15%20GMT	https://www.metagistics.uk/b.resolvedLink	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:36	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:15%20GMT	https://www.metagistics.uk/signals/iwl.js	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:36	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:15%20GMT	https://www.metagistics.uk/a	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:36	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:19%20GMT	https://www.metagistics.uk/POST	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:36	0/-1	---M--	502	error ('')			https://www.metagistics.uk/schema.org	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/schema.html	(from https://www.metagistics.uk/schema.org/)
11:18:36	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:37%20GMT	https://www.metagistics.uk/b.resolvedLink	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:36	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:37%20GMT	https://www.metagistics.uk/signals/iwl.js	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:36	0/-1	---M--	502	error ('')			https://www.metagistics.uk/schema.org	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/schema.html	(from https://www.metagistics.uk/schema.org/)
